"hgnc_symbol"	"entrezgene_id"	"ensembl_gene_id"	"id"	"allias"	"mirna"	"chromosome_name"
"MGRN1"	23295	"ENSG00000102858"	"MI0022614"	"MI0022614"	"hsa-mir-6769a"	"16"
"MIR6769A"	102466731	"ENSG00000276641"	"MI0022614"	"MI0022614"	"hsa-mir-6769a"	"16"
"IKBKE"	9641	"ENSG00000263528"	"MI0022706"	"MI0022706"	"hsa-mir-6769b"	"1"
"MIR6769B"	102466202	"ENSG00000278465"	"MI0022706"	"MI0022706"	"hsa-mir-6769b"	"1"
"PKD1P3"	NA	"ENSG00000183458"	"MI0022615"	"MI0022615"	"hsa-mir-6770-1"	"16"
"NPIPA1"	9284	"ENSG00000183426"	"MI0022615"	"MI0022615"	"hsa-mir-6770-1"	"16"
"NPIPA1"	642799	"ENSG00000183426"	"MI0022615"	"MI0022615"	"hsa-mir-6770-1"	"16"
"MIR6770-1"	102465461	"ENSG00000278265"	"MI0022615"	"MI0022615"	"hsa-mir-6770-1"	"16"
"PKD1P1"	NA	"ENSG00000244257"	"MI0026418"	"MI0026418"	"hsa-mir-6770-2"	"16"
""	NA	"ENSG00000183889"	"MI0026418"	"MI0026418"	"hsa-mir-6770-2"	"16"
"MIR6770-2"	102465908	"ENSG00000277698"	"MI0026418"	"MI0026418"	"hsa-mir-6770-2"	"16"
"PKD1P5"	NA	"ENSG00000254681"	"MI0026419"	"MI0026419"	"hsa-mir-6770-3"	"16"
"MIR6770-3"	102466259	"ENSG00000275391"	"MI0026419"	"MI0026419"	"hsa-mir-6770-3"	"16"
"ADCY7"	113	"ENSG00000121281"	"MI0022616"	"MI0022616"	"hsa-mir-6771"	"16"
"MIR6771"	102465462	"ENSG00000274969"	"MI0022616"	"MI0022616"	"hsa-mir-6771"	"16"
"KIFC3"	3801	"ENSG00000140859"	"MI0022617"	"MI0022617"	"hsa-mir-6772"	"16"
"MIR6772"	102465463	"ENSG00000274816"	"MI0022617"	"MI0022617"	"hsa-mir-6772"	"16"
"ESRP2"	80004	"ENSG00000103067"	"MI0022618"	"MI0022618"	"hsa-mir-6773"	"16"
"MIR6773"	102466194	"ENSG00000284259"	"MI0022618"	"MI0022618"	"hsa-mir-6773"	"16"
"IRF8"	3394	"ENSG00000140968"	"MI0022619"	"MI0022619"	"hsa-mir-6774"	"16"
"MIR6774"	102466732	"ENSG00000274134"	"MI0022619"	"MI0022619"	"hsa-mir-6774"	"16"
"SLC7A5"	8140	"ENSG00000103257"	"MI0022620"	"MI0022620"	"hsa-mir-6775"	"16"
"MIR6775"	102465464	"ENSG00000278598"	"MI0022620"	"MI0022620"	"hsa-mir-6775"	"16"
"CLUH"	23277	"ENSG00000132361"	"MI0022621"	"MI0022621"	"hsa-mir-6776"	"17"
"MIR6776"	102465465	"ENSG00000273606"	"MI0022621"	"MI0022621"	"hsa-mir-6776"	"17"
"SREBF1"	6720	"ENSG00000072310"	"MI0022622"	"MI0022622"	"hsa-mir-6777"	"17"
"MIR6777"	102465466	"ENSG00000274111"	"MI0022622"	"MI0022622"	"hsa-mir-6777"	"17"
"SHMT1"	6470	"ENSG00000176974"	"MI0022623"	"MI0022623"	"hsa-mir-6778"	"17"
"MIR6778"	102466733	"ENSG00000283772"	"MI0022623"	"MI0022623"	"hsa-mir-6778"	"17"
"LASP1"	3927	"ENSG00000002834"	"MI0022624"	"MI0022624"	"hsa-mir-6779"	"17"
"MIR6779"	102465467	"ENSG00000277057"	"MI0022624"	"MI0022624"	"hsa-mir-6779"	"17"
"EZH1"	2145	"ENSG00000108799"	"MI0022625"	"MI0022625"	"hsa-mir-6780a"	"17"
"MIR6780A"	102466195	"ENSG00000275273"	"MI0022625"	"MI0022625"	"hsa-mir-6780a"	"17"
"ABCC10"	89845	"ENSG00000124574"	"MI0022681"	"MI0022681"	"hsa-mir-6780b"	"6"
"MIR6780B"	102466746	"ENSG00000276770"	"MI0022681"	"MI0022681"	"hsa-mir-6780b"	"6"
"BECN1"	8678	"ENSG00000126581"	"MI0022626"	"MI0022626"	"hsa-mir-6781"	"17"
"MIR6781"	102465468	"ENSG00000278447"	"MI0022626"	"MI0022626"	"hsa-mir-6781"	"17"
""	NA	"ENSG00000267394"	"MI0022627"	"MI0022627"	"hsa-mir-6782"	"17"
"UBTF"	7343	"ENSG00000108312"	"MI0022627"	"MI0022627"	"hsa-mir-6782"	"17"
"MIR6782"	102465469	"ENSG00000275107"	"MI0022627"	"MI0022627"	"hsa-mir-6782"	"17"
"KIF18B"	146909	"ENSG00000186185"	"MI0022628"	"MI0022628"	"hsa-mir-6783"	"17"
"MIR6783"	102466734	"ENSG00000278223"	"MI0022628"	"MI0022628"	"hsa-mir-6783"	"17"
"PLCD3"	113026	"ENSG00000161714"	"MI0022629"	"MI0022629"	"hsa-mir-6784"	"17"
"MIR6784"	102465470	"ENSG00000277249"	"MI0022629"	"MI0022629"	"hsa-mir-6784"	"17"
"TMEM94"	9772	"ENSG00000177728"	"MI0022630"	"MI0022630"	"hsa-mir-6785"	"17"
"MIR6785"	102466911	"ENSG00000284595"	"MI0022630"	"MI0022630"	"hsa-mir-6785"	"17"
"HGS"	9146	"ENSG00000185359"	"MI0022631"	"MI0022631"	"hsa-mir-6786"	"17"
"MIR6786"	102465471	"ENSG00000277784"	"MI0022631"	"MI0022631"	"hsa-mir-6786"	"17"
"SLC16A3"	9123	"ENSG00000141526"	"MI0022632"	"MI0022632"	"hsa-mir-6787"	"17"
"MIR6787"	102465472	"ENSG00000284574"	"MI0022632"	"MI0022632"	"hsa-mir-6787"	"17"
"PIEZO2"	63895	"ENSG00000154864"	"MI0022633"	"MI0022633"	"hsa-mir-6788"	"18"
"MIR6788"	102466735	"ENSG00000274838"	"MI0022633"	"MI0022633"	"hsa-mir-6788"	"18"
"PLEKHJ1"	55111	"ENSG00000104886"	"MI0022634"	"MI0022634"	"hsa-mir-6789"	"19"
"MIR6789"	102466736	"ENSG00000284129"	"MI0022634"	"MI0022634"	"hsa-mir-6789"	"19"
"GTF2F1"	2962	"ENSG00000125651"	"MI0022635"	"MI0022635"	"hsa-mir-6790"	"19"
"MIR6790"	102465473	"ENSG00000273758"	"MI0022635"	"MI0022635"	"hsa-mir-6790"	"19"
"GPR108"	56927	"ENSG00000125734"	"MI0022636"	"MI0022636"	"hsa-mir-6791"	"19"
"MIR6791"	102465474	"ENSG00000283950"	"MI0022636"	"MI0022636"	"hsa-mir-6791"	"19"
"CAMSAP3"	57662	"ENSG00000076826"	"MI0022637"	"MI0022637"	"hsa-mir-6792"	"19"
"MIR6792"	102465475	"ENSG00000273657"	"MI0022637"	"MI0022637"	"hsa-mir-6792"	"19"
"DNM2"	1785	"ENSG00000079805"	"MI0022638"	"MI0022638"	"hsa-mir-6793"	"19"
"MIR6793"	102466737	"ENSG00000275640"	"MI0022638"	"MI0022638"	"hsa-mir-6793"	"19"
"HOOK2"	29911	"ENSG00000095066"	"MI0022639"	"MI0022639"	"hsa-mir-6794"	"19"
"MAST1"	22983	"ENSG00000105613"	"MI0022639"	"MI0022639"	"hsa-mir-6794"	"19"
"MIR6794"	102466196	"ENSG00000276181"	"MI0022639"	"MI0022639"	"hsa-mir-6794"	"19"
"NOTCH3"	4854	"ENSG00000074181"	"MI0022640"	"MI0022640"	"hsa-mir-6795"	"19"
"MIR6795"	102465476	"ENSG00000275711"	"MI0022640"	"MI0022640"	"hsa-mir-6795"	"19"
"PLD3"	23646	"ENSG00000105223"	"MI0022641"	"MI0022641"	"hsa-mir-6796"	"19"
"MIR6796"	102465477	"ENSG00000275652"	"MI0022641"	"MI0022641"	"hsa-mir-6796"	"19"
"RPS19"	6223	"ENSG00000105372"	"MI0022642"	"MI0022642"	"hsa-mir-6797"	"19"
"MIR6797"	102465478	"ENSG00000276926"	"MI0022642"	"MI0022642"	"hsa-mir-6797"	"19"
"RUVBL2"	10856	"ENSG00000183207"	"MI0022643"	"MI0022643"	"hsa-mir-6798"	"19"
"MIR6798"	102466738	"ENSG00000273898"	"MI0022643"	"MI0022643"	"hsa-mir-6798"	"19"
"AP2A1"	160	"ENSG00000196961"	"MI0022644"	"MI0022644"	"hsa-mir-6799"	"19"
"MIR6799"	102465479	"ENSG00000276270"	"MI0022644"	"MI0022644"	"hsa-mir-6799"	"19"
"MED25"	81857	"ENSG00000104973"	"MI0022645"	"MI0022645"	"hsa-mir-6800"	"19"
"MIR6800"	102465480	"ENSG00000284114"	"MI0022645"	"MI0022645"	"hsa-mir-6800"	"19"
"PPP2R1A"	5518	"ENSG00000105568"	"MI0022646"	"MI0022646"	"hsa-mir-6801"	"19"
"MIR6801"	102466984	"ENSG00000274380"	"MI0022646"	"MI0022646"	"hsa-mir-6801"	"19"
"PPP6R1"	22870	"ENSG00000105063"	"MI0022647"	"MI0022647"	"hsa-mir-6802"	"19"
"MIR6802"	102465481	"ENSG00000278328"	"MI0022647"	"MI0022647"	"hsa-mir-6802"	"19"
"PPP6R1"	22870	"ENSG00000105063"	"MI0022648"	"MI0022648"	"hsa-mir-6803"	"19"
"MIR6803"	102466739	"ENSG00000278264"	"MI0022648"	"MI0022648"	"hsa-mir-6803"	"19"
"PPP6R1"	22870	"ENSG00000105063"	"MI0022649"	"MI0022649"	"hsa-mir-6804"	"19"
"MIR6804"	102465482	"ENSG00000275519"	"MI0022649"	"MI0022649"	"hsa-mir-6804"	"19"
"RPL28"	6158	"ENSG00000108107"	"MI0022650"	"MI0022650"	"hsa-mir-6805"	"19"
"MIR6805"	102465483	"ENSG00000284029"	"MI0022650"	"MI0022650"	"hsa-mir-6805"	"19"
"ZSCAN22"	342945	"ENSG00000182318"	"MI0022651"	"MI0022651"	"hsa-mir-6806"	"19"
"MIR6806"	102465484	"ENSG00000277588"	"MI0022651"	"MI0022651"	"hsa-mir-6806"	"19"
"TRIM28"	10155	"ENSG00000130726"	"MI0022652"	"MI0022652"	"hsa-mir-6807"	"19"
"MIR6807"	102465976	"ENSG00000275924"	"MI0022652"	"MI0022652"	"hsa-mir-6807"	"19"
"DVL1"	1855	"ENSG00000107404"	"MI0022653"	"MI0022653"	"hsa-mir-6808"	"1"
"MIR6808"	102466740	"ENSG00000284372"	"MI0022653"	"MI0022653"	"hsa-mir-6808"	"1"
"TNS1"	7145	"ENSG00000079308"	"MI0022654"	"MI0022654"	"hsa-mir-6809"	"2"
"MIR6809"	102465485	"ENSG00000275458"	"MI0022654"	"MI0022654"	"hsa-mir-6809"	"2"
"PNKD"	25953	"ENSG00000127838"	"MI0022655"	"MI0022655"	"hsa-mir-6810"	"2"
"CATIP-AS2"	NA	"ENSG00000237281"	"MI0022655"	"MI0022655"	"hsa-mir-6810"	"2"
"MIR6810"	102466197	"ENSG00000278524"	"MI0022655"	"MI0022655"	"hsa-mir-6810"	"2"
"MLPH"	79083	"ENSG00000115648"	"MI0022656"	"MI0022656"	"hsa-mir-6811"	"2"
"MIR6811"	102465486	"ENSG00000277842"	"MI0022656"	"MI0022656"	"hsa-mir-6811"	"2"
"PIGT"	51604	"ENSG00000124155"	"MI0022657"	"MI0022657"	"hsa-mir-6812"	"20"
"MIR6812"	102465487	"ENSG00000273555"	"MI0022657"	"MI0022657"	"hsa-mir-6812"	"20"
"RGS19"	10287	"ENSG00000171700"	"MI0022658"	"MI0022658"	"hsa-mir-6813"	"20"
"MIR6813"	102466741	"ENSG00000274034"	"MI0022658"	"MI0022658"	"hsa-mir-6813"	"20"
"RIPK4"	54101	"ENSG00000183421"	"MI0022659"	"MI0022659"	"hsa-mir-6814"	"21"
"MIR6814"	102465488	"ENSG00000275166"	"MI0022659"	"MI0022659"	"hsa-mir-6814"	"21"
"COL18A1"	80781	"ENSG00000182871"	"MI0022660"	"MI0022660"	"hsa-mir-6815"	"21"
"MIR6815"	102465489	"ENSG00000275167"	"MI0022660"	"MI0022660"	"hsa-mir-6815"	"21"
"TRMT2A"	27037	"ENSG00000099899"	"MI0022661"	"MI0022661"	"hsa-mir-6816"	"22"
"MIR6816"	102465490	"ENSG00000278278"	"MI0022661"	"MI0022661"	"hsa-mir-6816"	"22"
"CRYBB2P1"	1416	"ENSG00000100058"	"MI0022662"	"MI0022662"	"hsa-mir-6817"	"22"
"MIR6817"	102466198	"ENSG00000277872"	"MI0022662"	"MI0022662"	"hsa-mir-6817"	"22"
"MTMR3"	8897	"ENSG00000100330"	"MI0022663"	"MI0022663"	"hsa-mir-6818"	"22"
""	NA	"ENSG00000279159"	"MI0022663"	"MI0022663"	"hsa-mir-6818"	"22"
"MIR6818"	102466742	"ENSG00000275818"	"MI0022663"	"MI0022663"	"hsa-mir-6818"	"22"
"MYH9"	4627	"ENSG00000100345"	"MI0022664"	"MI0022664"	"hsa-mir-6819"	"22"
"MIR6819"	102465491	"ENSG00000278420"	"MI0022664"	"MI0022664"	"hsa-mir-6819"	"22"
"POLR2F"	5435	"ENSG00000100142"	"MI0022665"	"MI0022665"	"hsa-mir-6820"	"22"
"MIR6820"	102465492	"ENSG00000284289"	"MI0022665"	"MI0022665"	"hsa-mir-6820"	"22"
"PIM3"	415116	"ENSG00000198355"	"MI0022666"	"MI0022666"	"hsa-mir-6821"	"22"
"MIR6821"	102465493	"ENSG00000276753"	"MI0022666"	"MI0022666"	"hsa-mir-6821"	"22"
"TTC21A"	199223	"ENSG00000168026"	"MI0022667"	"MI0022667"	"hsa-mir-6822"	"3"
"MIR6822"	102466743	"ENSG00000284158"	"MI0022667"	"MI0022667"	"hsa-mir-6822"	"3"
"PFKFB4"	5210	"ENSG00000114268"	"MI0022668"	"MI0022668"	"hsa-mir-6823"	"3"
"MIR6823"	102465494	"ENSG00000278799"	"MI0022668"	"MI0022668"	"hsa-mir-6823"	"3"
"SLC26A6"	65010	"ENSG00000225697"	"MI0022669"	"MI0022669"	"hsa-mir-6824"	"3"
"MIR6824"	102465495	"ENSG00000284364"	"MI0022669"	"MI0022669"	"hsa-mir-6824"	"3"
"TPRA1"	131601	"ENSG00000163870"	"MI0022670"	"MI0022670"	"hsa-mir-6825"	"3"
"MIR6825"	102466199	"ENSG00000275067"	"MI0022670"	"MI0022670"	"hsa-mir-6825"	"3"
"COPG1"	22820	"ENSG00000181789"	"MI0022671"	"MI0022671"	"hsa-mir-6826"	"3"
"MIR6826"	102465496	"ENSG00000278658"	"MI0022671"	"MI0022671"	"hsa-mir-6826"	"3"
"AMOTL2"	51421	"ENSG00000114019"	"MI0022672"	"MI0022672"	"hsa-mir-6827"	"3"
"MIR6827"	102466744	"ENSG00000277723"	"MI0022672"	"MI0022672"	"hsa-mir-6827"	"3"
""	NA	"ENSG00000285218"	"MI0022673"	"MI0022673"	"hsa-mir-6828"	"3"
"CLDN11"	5010	"ENSG00000013297"	"MI0022673"	"MI0022673"	"hsa-mir-6828"	"3"
"MIR6828"	102465497	"ENSG00000283474"	"MI0022673"	"MI0022673"	"hsa-mir-6828"	"3"
"TNK2"	10188	"ENSG00000061938"	"MI0022674"	"MI0022674"	"hsa-mir-6829"	"3"
"MIR6829"	102465977	"ENSG00000276489"	"MI0022674"	"MI0022674"	"hsa-mir-6829"	"3"
"P4HA2"	8974	"ENSG00000072682"	"MI0022675"	"MI0022675"	"hsa-mir-6830"	"5"
"MIR6830"	102465498	"ENSG00000283678"	"MI0022675"	"MI0022675"	"hsa-mir-6830"	"5"
"APBB3"	10307	"ENSG00000113108"	"MI0022676"	"MI0022676"	"hsa-mir-6831"	"5"
""	NA	"ENSG00000283155"	"MI0022676"	"MI0022676"	"hsa-mir-6831"	"5"
"MIR6831"	102465499	"ENSG00000283717"	"MI0022676"	"MI0022676"	"hsa-mir-6831"	"5"
"PRRC2A"	7916	"ENSG00000204469"	"MI0022677"	"MI0022677"	"hsa-mir-6832"	"6"
"MIR6832"	102466745	"ENSG00000274494"	"MI0022677"	"MI0022677"	"hsa-mir-6832"	"6"
"RNF5"	6048	"ENSG00000204308"	"MI0022678"	"MI0022678"	"hsa-mir-6833"	"6"
"MIR6833"	102465500	"ENSG00000277264"	"MI0022678"	"MI0022678"	"hsa-mir-6833"	"6"
"PFDN6"	10471	"ENSG00000204220"	"MI0022679"	"MI0022679"	"hsa-mir-6834"	"6"
"MIR6834"	102465501	"ENSG00000284064"	"MI0022679"	"MI0022679"	"hsa-mir-6834"	"6"
"HMGA1"	3159	"ENSG00000137309"	"MI0022680"	"MI0022680"	"hsa-mir-6835"	"6"
"MIR6835"	102465502	"ENSG00000276404"	"MI0022680"	"MI0022680"	"hsa-mir-6835"	"6"
"SNX8"	29886	"ENSG00000106266"	"MI0022682"	"MI0022682"	"hsa-mir-6836"	"7"
"MIR6836"	102465503	"ENSG00000284047"	"MI0022682"	"MI0022682"	"hsa-mir-6836"	"7"
"DBNL"	28988	"ENSG00000136279"	"MI0022683"	"MI0022683"	"hsa-mir-6837"	"7"
"MIR6837"	102466985	"ENSG00000284067"	"MI0022683"	"MI0022683"	"hsa-mir-6837"	"7"
"POLM"	27434	"ENSG00000122678"	"MI0022684"	"MI0022684"	"hsa-mir-6838"	"7"
"MIR6838"	102465504	"ENSG00000283969"	"MI0022684"	"MI0022684"	"hsa-mir-6838"	"7"
"ZNF107"	51427	"ENSG00000196247"	"MI0022685"	"MI0022685"	"hsa-mir-6839"	"7"
"BNIP3P11"	NA	"ENSG00000271550"	"MI0022685"	"MI0022685"	"hsa-mir-6839"	"7"
"MIR6839"	102465505	"ENSG00000275667"	"MI0022685"	"MI0022685"	"hsa-mir-6839"	"7"
"STAG3L5P-PVRIG2P-PILRB"	101752399	"ENSG00000272752"	"MI0022686"	"MI0022686"	"hsa-mir-6840"	"7"
"PILRB"	29990	"ENSG00000121716"	"MI0022686"	"MI0022686"	"hsa-mir-6840"	"7"
"MIR6840"	102466747	"ENSG00000284012"	"MI0022686"	"MI0022686"	"hsa-mir-6840"	"7"
"NEFL"	4747	"ENSG00000277586"	"MI0022687"	"MI0022687"	"hsa-mir-6841"	"8"
"MIR6841"	102465506	"ENSG00000283327"	"MI0022687"	"MI0022687"	"hsa-mir-6841"	"8"
"PTK2B"	2185	"ENSG00000120899"	"MI0022688"	"MI0022688"	"hsa-mir-6842"	"8"
"MIR6842"	102465507	"ENSG00000273836"	"MI0022688"	"MI0022688"	"hsa-mir-6842"	"8"
"CLU"	1191	"ENSG00000120885"	"MI0022689"	"MI0022689"	"hsa-mir-6843"	"8"
"MIR6843"	102465508	"ENSG00000284280"	"MI0022689"	"MI0022689"	"hsa-mir-6843"	"8"
"TATDN1"	83940	"ENSG00000147687"	"MI0022690"	"MI0022690"	"hsa-mir-6844"	"8"
"MIR6844"	102466200	"ENSG00000284087"	"MI0022690"	"MI0022690"	"hsa-mir-6844"	"8"
"NRBP2"	340371	"ENSG00000185189"	"MI0022691"	"MI0022691"	"hsa-mir-6845"	"8"
"MIR6845"	102466748	"ENSG00000284142"	"MI0022691"	"MI0022691"	"hsa-mir-6845"	"8"
"OPLAH"	26873	"ENSG00000178814"	"MI0022692"	"MI0022692"	"hsa-mir-6846"	"8"
"MIR6846"	102465509	"ENSG00000277888"	"MI0022692"	"MI0022692"	"hsa-mir-6846"	"8"
"EXOSC4"	54512	"ENSG00000178896"	"MI0022693"	"MI0022693"	"hsa-mir-6847"	"8"
"MIR6847"	102465510	"ENSG00000284200"	"MI0022693"	"MI0022693"	"hsa-mir-6847"	"8"
"DGAT1"	8694	"ENSG00000185000"	"MI0022694"	"MI0022694"	"hsa-mir-6848"	"8"
"MIR6848"	102465511	"ENSG00000284229"	"MI0022694"	"MI0022694"	"hsa-mir-6848"	"8"
"CPSF1"	29894	"ENSG00000071894"	"MI0022695"	"MI0022695"	"hsa-mir-6849"	"8"
"MIR6849"	102466749	"ENSG00000283770"	"MI0022695"	"MI0022695"	"hsa-mir-6849"	"8"
"RPL8"	6132	"ENSG00000161016"	"MI0022696"	"MI0022696"	"hsa-mir-6850"	"8"
"MIR6850"	102465978	"ENSG00000283764"	"MI0022696"	"MI0022696"	"hsa-mir-6850"	"8"
"NOL6"	65083	"ENSG00000165271"	"MI0022697"	"MI0022697"	"hsa-mir-6851"	"9"
"MIR6851"	102465512	"ENSG00000275651"	"MI0022697"	"MI0022697"	"hsa-mir-6851"	"9"
"TLN1"	7094	"ENSG00000137076"	"MI0022698"	"MI0022698"	"hsa-mir-6852"	"9"
"MIR6852"	102465513	"ENSG00000284195"	"MI0022698"	"MI0022698"	"hsa-mir-6852"	"9"
"CREB3"	10488	"ENSG00000107175"	"MI0022699"	"MI0022699"	"hsa-mir-6853"	"9"
"MIR6853"	102466201	"ENSG00000273945"	"MI0022699"	"MI0022699"	"hsa-mir-6853"	"9"
"TBC1D2"	55357	"ENSG00000095383"	"MI0022700"	"MI0022700"	"hsa-mir-6854"	"9"
"MIR6854"	102465514	"ENSG00000278412"	"MI0022700"	"MI0022700"	"hsa-mir-6854"	"9"
"USP20"	10868	"ENSG00000136878"	"MI0022701"	"MI0022701"	"hsa-mir-6855"	"9"
"MIR6855"	102466750	"ENSG00000276124"	"MI0022701"	"MI0022701"	"hsa-mir-6855"	"9"
"FUBP3"	8939	"ENSG00000107164"	"MI0022702"	"MI0022702"	"hsa-mir-6856"	"9"
"MIR6856"	102465515	"ENSG00000277713"	"MI0022702"	"MI0022702"	"hsa-mir-6856"	"9"
"SMC1A"	8243	"ENSG00000072501"	"MI0022703"	"MI0022703"	"hsa-mir-6857"	"X"
"MIR6857"	102465516	"ENSG00000278204"	"MI0022703"	"MI0022703"	"hsa-mir-6857"	"X"
"FAM50A"	9130	"ENSG00000071859"	"MI0022704"	"MI0022704"	"hsa-mir-6858"	"X"
"MIR6858"	102465517	"ENSG00000276350"	"MI0022704"	"MI0022704"	"hsa-mir-6858"	"X"
"WASH7P"	653635	"ENSG00000227232"	"MI0022705"	"MI0022705"	"hsa-mir-6859-1"	"1"
"MIR6859-1"	102466751	"ENSG00000278267"	"MI0022705"	"MI0022705"	"hsa-mir-6859-1"	"1"
"WASH9P"	102723897	"ENSG00000279457"	"MI0026420"	"MI0026420"	"hsa-mir-6859-2"	"1"
"MIR6859-2"	102465909	"ENSG00000273874"	"MI0026420"	"MI0026420"	"hsa-mir-6859-2"	"1"
"WASH3P"	NA	"ENSG00000185596"	"MI0026421"	"MI0026421"	"hsa-mir-6859-3"	"15"
"MIR6859-3"	102465910	"ENSG00000275449"	"MI0026421"	"MI0026421"	"hsa-mir-6859-3"	"15"
"WASH4P"	NA	"ENSG00000234769"	"MI0031521"	"MI0031521"	"hsa-mir-6859-4"	"16"
"MIR6859-4"	103504738	"ENSG00000278739"	"MI0031521"	"MI0031521"	"hsa-mir-6859-4"	"16"
"SYT12"	91683	"ENSG00000173227"	"MI0022707"	"MI0022707"	"hsa-mir-6860"	"11"
"MIR6860"	102465518	"ENSG00000283326"	"MI0022707"	"MI0022707"	"hsa-mir-6860"	"11"
"HECTD4"	283450	"ENSG00000173064"	"MI0022708"	"MI0022708"	"hsa-mir-6861"	"12"
"MIR6861"	102465519	"ENSG00000283793"	"MI0022708"	"MI0022708"	"hsa-mir-6861"	"12"
""	NA	"ENSG00000288630"	"MI0022709"	"MI0022709"	"hsa-mir-6862-1"	"16"
"EIF3CL"	728689	"ENSG00000205609"	"MI0022709"	"MI0022709"	"hsa-mir-6862-1"	"16"
"MIR6862-1"	102465520	"ENSG00000275429"	"MI0022709"	"MI0022709"	"hsa-mir-6862-1"	"16"
""	NA	"ENSG00000288630"	"MI0026415"	"MI0026415"	"hsa-mir-6862-2"	"16"
""	NA	"ENSG00000261419"	"MI0026415"	"MI0026415"	"hsa-mir-6862-2"	"16"
"EIF3C"	8663	"ENSG00000184110"	"MI0026415"	"MI0026415"	"hsa-mir-6862-2"	"16"
"MIR6862-2"	102465907	"ENSG00000278340"	"MI0026415"	"MI0026415"	"hsa-mir-6862-2"	"16"
"SLC12A3"	6559	"ENSG00000070915"	"MI0022710"	"MI0022710"	"hsa-mir-6863"	"16"
"MIR6863"	102466752	"ENSG00000283471"	"MI0022710"	"MI0022710"	"hsa-mir-6863"	"16"
"CAMTA2"	23125	"ENSG00000108509"	"MI0022711"	"MI0022711"	"hsa-mir-6864"	"17"
"MIR6864"	102465521	"ENSG00000274300"	"MI0022711"	"MI0022711"	"hsa-mir-6864"	"17"
"CAMTA2"	23125	"ENSG00000108509"	"MI0022712"	"MI0022712"	"hsa-mir-6865"	"17"
"MIR6865"	102465522	"ENSG00000278517"	"MI0022712"	"MI0022712"	"hsa-mir-6865"	"17"
"CASC3"	22794	"ENSG00000108349"	"MI0022713"	"MI0022713"	"hsa-mir-6866"	"17"
"MIR6866"	102466986	"ENSG00000284144"	"MI0022713"	"MI0022713"	"hsa-mir-6866"	"17"
"RAPGEFL1"	51195	"ENSG00000108352"	"MI0022714"	"MI0022714"	"hsa-mir-6867"	"17"
"MIR6867"	102465523	"ENSG00000274621"	"MI0022714"	"MI0022714"	"hsa-mir-6867"	"17"
"EXOC7"	23265	"ENSG00000182473"	"MI0022715"	"MI0022715"	"hsa-mir-6868"	"17"
"MIR6868"	102466753	"ENSG00000275360"	"MI0022715"	"MI0022715"	"hsa-mir-6868"	"17"
""	NA	"ENSG00000274322"	"MI0022716"	"MI0022716"	"hsa-mir-6869"	"20"
"FKBP1A"	2280	"ENSG00000088832"	"MI0022716"	"MI0022716"	"hsa-mir-6869"	"20"
"MIR6869"	102465524	"ENSG00000284436"	"MI0022716"	"MI0022716"	"hsa-mir-6869"	"20"
"JAG1"	182	"ENSG00000101384"	"MI0022717"	"MI0022717"	"hsa-mir-6870"	"20"
"MIR6870"	102465525	"ENSG00000273745"	"MI0022717"	"MI0022717"	"hsa-mir-6870"	"20"
"PLCG1"	5335	"ENSG00000124181"	"MI0022718"	"MI0022718"	"hsa-mir-6871"	"20"
"MIR6871"	102466912	"ENSG00000276169"	"MI0022718"	"MI0022718"	"hsa-mir-6871"	"20"
"SEMA3B"	7869	"ENSG00000012171"	"MI0022719"	"MI0022719"	"hsa-mir-6872"	"3"
"MIR6872"	102465526	"ENSG00000283848"	"MI0022719"	"MI0022719"	"hsa-mir-6872"	"3"
"WDR46"	9277	"ENSG00000227057"	"MI0022720"	"MI0022720"	"hsa-mir-6873"	"6"
"MIR6873"	102466754	"ENSG00000284517"	"MI0022720"	"MI0022720"	"hsa-mir-6873"	"6"
"RNF216"	54476	"ENSG00000011275"	"MI0022721"	"MI0022721"	"hsa-mir-6874"	"7"
"MIR6874"	102466203	"ENSG00000283419"	"MI0022721"	"MI0022721"	"hsa-mir-6874"	"7"
"TRIP6"	7205	"ENSG00000087077"	"MI0022722"	"MI0022722"	"hsa-mir-6875"	"7"
"MIR6875"	102466755	"ENSG00000283821"	"MI0022722"	"MI0022722"	"hsa-mir-6875"	"7"
"DOCK5"	80005	"ENSG00000147459"	"MI0022723"	"MI0022723"	"hsa-mir-6876"	"8"
"MIR6876"	102465527	"ENSG00000274988"	"MI0022723"	"MI0022723"	"hsa-mir-6876"	"8"
"GTF3C5"	9328	"ENSG00000148308"	"MI0022724"	"MI0022724"	"hsa-mir-6877"	"9"
"MIR6877"	102465528	"ENSG00000273932"	"MI0022724"	"MI0022724"	"hsa-mir-6877"	"9"
"TARS2"	80222	"ENSG00000143374"	"MI0022725"	"MI0022725"	"hsa-mir-6878"	"1"
"MIR6878"	102465529	"ENSG00000283933"	"MI0022725"	"MI0022725"	"hsa-mir-6878"	"1"
"ARL2"	402	"ENSG00000213465"	"MI0022726"	"MI0022726"	"hsa-mir-6879"	"11"
"ARL2-SNX15"	NA	"ENSG00000273003"	"MI0022726"	"MI0022726"	"hsa-mir-6879"	"11"
"MIR6879"	102466756	"ENSG00000278851"	"MI0022726"	"MI0022726"	"hsa-mir-6879"	"11"
"NCOR2"	9612	"ENSG00000196498"	"MI0022727"	"MI0022727"	"hsa-mir-6880"	"12"
