"C3N.01799"	"C3L.01890"	"C3N.00572"	"C3N.02423"	"C3N.02729"	"C3L.00263"	"C3N.01410"	"C3N.00578"	"C3N.02587"	"C3L.00893"	"C3N.01488"	"C3N.01413"	"C3N.01030"	"C3N.02588"	"C3N.00552"	"C3L.01889"	"C3N.00169"	"C3L.00422"	"C3L.00083"	"C3N.00551"	"C3N.01842"	"C3N.02089"	"C3L.01682"	"C3N.01016"	"C3N.00580"	"C3N.02000"	"C3N.01489"	"C3N.00737"	"C3N.01405"	"C3N.01416"	"C3N.02149"	"C3N.02424"	"C3L.00279"	"C3N.02379"	"C3L.00095"	"C3N.00559"	"C3N.02572"	"C3N.00545"	"C3L.02345"	"C3L.00510"	"C3L.00093"	"C3L.00913"	"C3L.00412"	"C3N.01415"	"C3N.00549"	"C3N.02433"	"C3N.01021"	"C3L.01330"	"C3N.00203"	"C3N.00574"	"C3N.01071"	"C3N.00550"	"C3N.00167"	"C3L.00001"	"C3N.01074"	"C3L.01632"	"C3N.02155"	"C3N.00217"	"C3N.02002"	"C3N.02145"	"C3L.02219"	"C3N.02586"	"C3N.00180"	"C3L.01862"	"C3N.00704"	"C3N.02158"	"C3N.02421"	"C3N.00556"	"C3N.00294"	"C3N.01072"	"C3L.00094"	"C3L.00144"	"C3N.00223"	"C3N.02380"	"C3L.01924"	"C3N.00433"	"C3L.01683"	"C3N.00293"	"C3L.00009"	"C3N.00546"	"C3N.01414"	"C3N.02087"	"C3L.00140"	"C3N.02529"	"C3L.00368"	"C3N.02067"	"C3N.02422"	"C3L.00080"	"C3N.00547"	"C3N.01023"	"C3N.01024"	"C3L.00973"	"C3L.02348"	"C3L.02508"	"C3N.00560"	"C3L.00604"	"C3N.00199"	"C3N.00579"	"C3N.02582"	"C3L.02350"	"C3N.00738"	"C3N.00959"	"C3N.02003"	"C3N.00175"	"C3N.01823"	"C3L.02549"	"C3L.02365"
"hsa-mir-1269a"	0.089714	0.27443	0	0	0.098207	0	30.632241	0	0	0	18.614185	33.744191	0	0	5.206361	0	0.110099	0	0.148823	0.516777	2.926796	13.018684	128.742111	17.832803	0	11.076891	14.664752	24.848542	0	0	34.912712	0	28.677727	0	1.214345	0	12.050208	3.495108	43.615667	31.236593	0.416189	2.512262	0	3.908844	81.094942	0	0	15.909335	0	6.842795	38.315806	138.809633	0.090868	0.193682	33.56134	0	1.162202	192.782747	0.876721	75.387138	27.672336	0	110.867549	67.118443	0.501496	0.604679	0	20.13612	0	0	0	0	0.068057	0	0.547302	0	0.090037	0	3.121041	134.166666	0	0.427008	8.641622	1.967656	1.976441	17.714879	0.069283	0.348073	9.832546	23.842442	0	0.139082	0	0.068941	0	0	28.899254	0	0	1.421216	0.123189	0.101827	0	3.347074	0	0.665971	0.617589
"hsa-mir-1269b"	0	0.137215	0	0	0	0	0	0	0	0	0	10.434613	1.84877	0	4.205138	0	0	0	0	0	0	0	7.503009	0	0.200923	0	0	0	0	0	0	0	0	0	0.242869	0	0	5.518592	10.270356	0	0	0.209355	1.001393	0	118.414362	0	0	0	0	8.015846	0	0	0	0	11.487439	0	0	0.454319	4.120587	28.524863	10.458836	0	39.150103	0	0	0.086383	0	0	0	0	0	0	0.136114	0.280787	0	0	0	0	16.728777	0.25851	0	0.71168	0	0.694467	0	0.085168	0	0	0	0.157897	0.186118	0	0	0	0	0	0	0	0	0.189496	0	0	0	0	0	0.166493	0.926383
"hsa-mir-127"	32.924936	289.523291	1111.368788	176.044915	214.384903	175.088478	177.906471	1262.620827	480.316316	67.104047	221.421087	108.21703	245.516701	177.616454	488.396723	1258.288672	146.982078	1069.215046	244.813124	161.062218	48.048236	75.322387	77.054714	387.271671	99.055089	826.271882	156.098133	171.508959	78.38527	136.655306	196.830723	167.76126	195.596803	76.284665	217.974982	140.656846	127.005367	91.056772	112.307007	7.440975	103.464565	157.644436	200.612385	167.478929	662.144141	222.595117	128.795362	45.753052	116.608346	682.519924	118.286869	137.525844	47.796782	588.599188	141.678409	173.646487	780.335803	116.305695	32.350991	241.238843	43.360589	125.072895	101.975048	87.779675	54.763343	423.620799	172.980186	295.163004	165.746064	197.107545	254.585911	101.63441	106.781285	463.392377	80.891182	155.818998	211.22707	127.229964	191.756733	95.131663	111.201405	266.453163	46.265915	61.11307	55.603883	44.202031	431.635696	50.731575	176.552038	238.898107	162.108399	44.367029	82.331852	299.687675	119.434839	245.966418	93.219276	112.558542	125.879331	68.123641	298.362615	55.902778	124.891302	45.290092	142.220963	51.779215	117.547748
"hsa-mir-1270"	4.037117	4.390875	10.71851	2.684176	13.847124	2.28277	1.197351	2.792637	2.622959	1.509087	5.944844	12.033464	5.42306	1.324735	7.409052	6.383472	0.440396	2.516646	3.125274	1.033554	19.755874	1.859812	2.858289	8.521871	5.927231	6.341119	3.584717	4.186439	13.480269	1.420802	7.972194	2.822482	2.521119	3.158282	24.894079	8.835484	8.033472	4.598827	2.400862	1.627713	4.161889	7.118075	5.006965	2.255102	0.314932	2.111018	3.619815	1.097196	9.379063	6.25627	3.866733	6.097995	12.448972	8.909366	0.450488	0	20.919641	0	4.208259	8.251835	6.754665	1.774631	0.115487	0	15.345772	10.020394	3.807416	4.377417	14.562093	1.71611	2.436784	7.789499	3.607016	2.901467	20.359621	3.30943	4.231744	2.421331	6.991131	19.517502	0.884657	11.813896	5.450869	1.851911	6.324612	0	1.108535	2.088435	0.433789	1.57897	5.955762	1.529898	5.914919	5.722125	6.335708	3.266987	1.662346	11.097321	7.398785	5.021631	5.913049	5.294981	6.763067	14.225064	1.30239	1.831419	21.821473
"hsa-mir-1271"	39.29461	17.700713	33.563013	39.33706	67.860727	51.590608	44.002666	36.420636	34.623063	41.449576	32.842828	34.080791	52.998083	39.334453	26.63254	12.128596	32.809483	27.233705	67.118978	29.628558	40.487346	69.742951	54.1884	34.560919	54.45016	50.889486	42.038954	63.876959	32.119654	61.09448	32.438583	52.568723	39.602575	61.465032	37.280401	34.123249	48.009559	39.182005	45.616385	10.463871	61.845673	39.35877	47.899962	27.211568	61.56917	51.759033	70.528013	27.429888	60.473956	45.748972	52.376652	41.241706	26.987917	60.23506	65.095485	35.033156	57.778055	18.627084	46.816882	53.484118	40.636934	37.730195	17.09208	23.350861	21.263422	39.995194	36.839326	51.02818	25.688186	28.070664	35.043275	68.374487	48.660688	53.443152	27.802923	44.125734	54.112306	34.999246	82.894838	30.37492	21.762566	76.861489	17.416192	40.626302	20.686753	48.545583	41.223634	38.113945	21.978632	39.947932	48.94892	76.216714	53.32967	59.9789	34.374587	24.062615	38.74546	31.178188	34.59432	45.384178	49.891354	42.359847	57.561214	35.248871	71.370959	39.958237	18.11594
"hsa-mir-1272"	0	0	0	0	0	0	0.199559	0	0	0	0	0	0	0.101903	0	0	0.110099	0	0	0	0.12195	1.239875	0	0	0	0	0.162942	0.135046	0	0	0	0	0	0	0	0	0	0	0.266762	0	0.083238	0	0	0	0	0	0	0	0	0	0.878803	0	0	0	0.675732	0	0	0	0	0	0	0	0	0	0	0.086383	0	0	0.163619	0	0.232075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.269605	0	0	0	0	0	0	0	0	0	0.520956	0	0
"hsa-mir-1273a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-1273c"	0	0	0	0.092558	0	0.456554	0.099779	0.34908	0	0	0.097456	0.08415	0	0.101903	0	0.744738	0	0	0.148823	0.172259	0.12195	0.309969	0.357286	0.63125	0	0.321069	0.814708	0.135046	0	0	0	0.176405	0	0	0.485738	0.101557	0	0	0.133381	0	0.166476	0.628065	0.166899	0	0.314932	0	0.116768	0.10972	0	0.977542	0.527282	0	0.090868	0	0.225244	0	0	0.15144	0.087672	0.101875	0	0.154316	0.115487	0.366767	0	0.086383	0.102903	0	0	0	0.232075	0.123643	0	0	0	0.091929	0	0	0.124842	0	0.176931	0	0.132948	0.115744	0	0.085168	0.069283	0	0	0	0	0	0	0.068941	0	0	0.127873	0	0.099984	0	0.123189	0.407306	0	0	0.651195	0.332985	0
"hsa-mir-1273d"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-1273e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-1273f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-1273g"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-1273h"	0.269141	0.137215	0	0.370231	0.196413	0.760923	0	0	0.314755	0	0.097456	0.25245	0.739508	0.203805	0	0	0	0	0.148823	0	0.12195	0	0.357286	0	0	0	0.97765	0.135046	0	0	0.137452	0.35281	0.105047	0.121472	0.121435	0.101557	0	0.183953	0	0	0.416189	0.628065	0	0	0.157466	0.156372	0.817378	0.329159	0.419958	0	0	0	0.272605	0	0	0	0	0	0	0	0	0	0	0	0.100299	0	0.411613	0.125069	0.490857	0	0.580187	0.123643	0.136114	0	0	0.275786	0.180074	0	0.74905	0	0.088466	0	0.531792	0.115744	0	0	0	0	0.144596	0	0	0	0.572411	0	0	0	0.127873	0	0.199967	0	0	0.101827	0	0.313788	0.130239	0.166493	0
"hsa-mir-1275"	0.627996	0	0.216536	0	0	0	0.099779	0	0	0.301817	0.097456	0	0	0	0	0.531956	0	1.258323	0.148823	0	0.12195	0	0.357286	0	0.200923	0	0.325883	0.405139	1.164962	0	0	0.176405	0.210093	0	1.700083	0.101557	0	0.183953	0.266762	0.465061	0.249713	0	0.166899	0.15034	0	0.156372	0	0.10972	0	0	0.527282	0.320947	0	0.581046	0	2.234257	0	0	0.175344	0	0.217892	0	1.732305	0.366767	0	0.259148	0.102903	0	0	0	0.696224	0.123643	0.748626	0	0	0	0.450186	0.550303	0.124842	0	0.442329	0	3.855493	0	0	0.085168	0.623551	0.174036	0	0.157897	0.372235	0.139082	0.095402	0	0.134802	0.125653	0	0.317066	0.599901	0	0.492754	0.101827	0	0	0.520956	0	0.308794
"hsa-mir-1276"	0.448569	1.097719	0.216536	0.647905	0.196413	1.674032	3.392496	0.814519	0	0.100606	0.487282	0.420751	0	0.611416	0.200245	0	1.981781	0.17976	0	1.033554	3.902395	40.915864	0.357286	2.682811	0.200923	0.963208	0.325883	2.295789	1.164962	0.387491	0.687258	0.176405	1.575699	1.579141	0.485738	1.421802	0.573819	0	0.666906	0.387551	0.332951	0	0.166899	1.202721	6.771034	0.156372	0.233536	0.219439	0.139986	0.782034	8.788029	0.481421	0	0.774727	3.603902	0	7.139242	0.15144	0.175344	0.305624	0.108946	0.308631	3.233637	2.32286	0.100299	1.036592	0	0.250138	0	0	2.088672	0.618214	0.204171	0.280787	0.547302	0.091929	0.450186	0.220121	1.248416	1.03404	0.973123	0.854017	0.930636	1.273189	1.054102	1.447851	0.484984	2.523526	0.722981	0.157897	0.558353	0.556326	0.190804	0.206824	4.448476	0.314133	2.045965	0.84551	0.399934	0.189496	0.739131	0.203653	0.901742	0.418384	0.130239	0.998956	1.029315
"hsa-mir-1277"	0.269141	0	0	0.277673	0.687446	0	1.596469	0	0.104918	0.402423	0.194913	0.1683	0	0.203805	0.200245	0	0.110099	0	0	0	0	0	0.238191	0.157812	0	0.240802	0	0.135046	0	0.645819	0	0.70562	0	0.242945	0	0	0.095637	0	0	0.310041	0.083238	0	0	0	0	0.312743	0.233536	0.10972	0	3.519152	0.527282	0	0	0	0.675732	0	0	0	0	0	0.108946	0.231474	0.115487	0	0	0.345531	0	0	0.490857	0	0.116037	0	0	0	0.10946	0	0	0.440242	0	0	0.442329	0	0	0	0	0	0.554267	0.783163	0	0.315794	0	0.139082	1.049421	0.275765	0.134802	0	0.511491	0	0.099984	0.284243	0.246377	0	0	0.209192	0.130239	0.166493	0
"hsa-mir-1278"	0.71771	0	0.757874	1.388367	1.473098	0.608739	1.297131	0.23272	0.944265	1.106663	1.851673	0.841501	0.246503	2.038055	0.600734	1.489477	0.770693	0.988682	1.339403	1.205813	8.658438	3.409655	1.54824	1.420312	2.109693	1.123743	0.97765	1.080371	2.329923	1.679129	3.711194	0.70562	1.890839	2.55092	5.343119	1.218687	0.765093	0.367906	1.333812	1.860244	0.915616	1.256131	0.834494	0.902041	2.991852	1.329159	0.934146	0.329159	1.119888	0.782034	3.690972	1.283789	1.635631	0.387364	0.675732	0.625592	2.656462	0.15144	1.139737	1.12062	2.178924	0.694421	1.616818	1.956093	0.702094	0.95021	0.102903	1.250691	2.945142	0	2.204709	0.370929	0.680569	0.280787	0.328381	1.287001	0.270111	1.320726	0.873891	0.646275	1.23852	1.423361	0.797688	1.620422	1.054102	1.10718	0.277134	7.48356	1.735155	1.57897	2.233411	2.64255	0.858617	0.413648	0.269605	2.45024	4.859167	0.84551	0.599901	1.800207	0.123189	2.138358	0.601162	1.150557	2.60478	0	1.543972
"hsa-mir-1279"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-1281"	0	0	0	0	0	0.152185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210093	0	0	0	0	0.183953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.327238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.261054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130239	0	0.102931
"hsa-mir-128-1"	313.818595	284.857987	462.303432	404.292423	354.623859	231.929458	236.277354	335.232753	326.296143	352.220792	246.369942	281.902839	330.806639	659.106843	345.622281	194.589497	504.47332	340.196617	312.37857	352.61429	680.602037	855.048576	402.899687	342.926382	540.784526	237.189956	220.297157	319.789933	233.158733	405.186857	570.424232	325.291024	602.757495	544.682224	689.14096	433.446512	238.900156	318.238819	223.813727	218.811172	301.320776	329.734379	485.508676	287.600711	578.214812	289.834948	372.023592	283.07644	416.598365	594.150114	950.864724	420.440737	507.409183	310.278348	371.427181	272.490035	543.5786	348.462766	253.372262	390.485002	299.275224	337.102701	689.688544	458.459308	292.672956	455.668783	215.479185	276.402643	431.299729	260.726211	712.353195	515.466977	257.527332	233.6149	276.387328	336.274865	271.641974	266.896767	472.525542	490.134872	327.94241	501.592385	605.578287	475.015229	428.097196	286.589274	291.544624	450.492901	323.028054	404.058331	388.241241	347.564904	279.718412	274.248349	578.571476	319.15949	499.8548	293.286343	402.233953	295.328774	329.529313	271.978727	272.927323	192.979722	305.280162	269.218622	636.322398
"hsa-mir-1282"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-128-2"	214.59522	187.161028	370.275817	266.844106	201.127018	159.565641	174.813313	224.574527	204.171156	233.908409	166.260728	185.298523	211.129573	455.097582	202.44735	140.755552	298.258015	221.464852	200.017531	246.330451	486.335948	709.518285	259.508843	264.177986	400.339279	169.604866	138.989256	245.244306	147.118002	281.06044	424.450609	220.329983	444.452241	360.408599	467.644377	312.085551	153.783608	216.880675	151.787856	149.052031	203.599618	230.290677	314.77118	172.289814	438.070155	187.48967	225.712996	196.397995	277.872229	439.11193	776.861753	303.615983	369.743547	191.938728	306.782184	195.095358	458.239748	319.083463	166.401576	242.257588	223.33972	214.4217	546.022679	294.636515	195.984563	349.504435	136.14086	177.473009	293.859755	159.843432	509.984084	341.625152	182.596679	157.521586	197.356971	245.725182	178.813709	170.153567	317.222564	334.51188	238.149708	308.299973	384.751605	296.653029	274.725347	193.586158	202.446148	327.275218	226.43775	280.267111	233.763662	237.134118	202.919871	179.523052	427.188492	201.422308	333.108661	181.996066	268.355936	203.802436	233.935015	205.587814	198.082716	129.489916	212.159293	185.972295	422.327855
"hsa-mir-1283-1"	0.089714	0	0.216536	0.092558	0.491033	0.304369	0.299338	0.11636	0.209837	0.301817	0.097456	0.08415	0.616257	0	0	0.212782	0.220198	0.269641	0	0.172259	0	19.992979	0.238191	0.157812	2.009231	0	0	0	0	0.258328	0	0.35281	0	0	0	2.843604	0	0.919765	0.400144	0	0	0	0.500696	0	0	0.078186	0.116768	0.10972	0.69993	0.586525	0.351521	0	0.090868	0	0	0.983073	0.332058	0.454319	0.087672	0.203749	0.326839	0.077158	0	0	0.300897	0.172765	0.308709	0	0	0	0	15.208069	0	0	0	0	0.180074	0.330182	0	0	0	0.142336	0	0.115744	0	0	0.138567	0.087018	0	0.631588	0	0	0.095402	0	0.134802	0.314133	0	0	0.499918	0	0.246377	0	0	1.359749	0.260478	0.332985	0
"hsa-mir-1283-2"	0.089714	0	0.541339	0.092558	0.196413	0.152185	0.199559	0.11636	0.209837	0.201212	0.194913	0	0.616257	0	0	0.106391	0.220198	0.17976	0	0.172259	0.36585	19.528026	0	0.315625	2.210154	0	0	0	0	0	0	0	0	0	0	2.64049	0	0.367906	0.266762	0	0.166476	0	0	0	0.157466	0	0	0	0.279972	0.586525	0.703042	0	0.181737	0	0	0.983073	0.498087	0.454319	0.087672	0.203749	0.108946	0.077158	0	0	0.200598	0	0.308709	0	0	0	0	18.793711	0	0	0	0	0	0	0	0	0	0.142336	0	0	0	0.085168	0.277134	0	0	0.789485	0	0	0	0	0.539209	0.502613	0	0.211378	0.099984	0	0.123189	0	0.15029	1.568941	0.520956	0.332985	0.205863
"hsa-mir-1284"	1.704561	0.137215	0.866142	1.203251	1.865924	1.521847	1.596469	2.792637	0.944265	1.710298	1.266934	1.093951	1.725519	1.528541	0.200245	2.553389	2.752473	0.449401	1.637048	3.272922	4.268244	5.889405	0.833668	2.682811	0.401846	1.043475	1.9553	1.620557	1.830654	2.583276	2.336678	1.058431	1.575699	2.429448	3.400167	1.11713	1.147639	0.551859	2.267481	1.860244	1.165329	1.465486	1.168292	0.601361	2.519455	2.111018	2.685669	0.987476	0	6.060761	4.042493	0.962841	1.7265	0.581046	3.378658	0	0.996173	3.785993	0.526032	2.241239	1.198408	0.694421	4.157533	3.912186	0.100299	2.764247	1.440644	1.500829	1.799809	0.735476	2.784896	1.731	0.544455	1.96551	0.985143	1.103143	0.540223	0.660363	4.494298	1.680315	1.592383	0.427008	0.265896	2.777867	0.395288	1.618186	1.039251	0.783163	1.445963	1.421073	0.372235	1.947142	2.194244	1.723532	3.370058	0.37696	2.173838	1.585332	1.199803	1.136973	2.094205	2.95297	1.202323	0.313788	3.255974	1.331941	1.749835
"hsa-mir-1285-1"	0	0	0	0	0	0.076092	0	0.11636	0	0	0	0	0	0.611416	0.400489	0	0	0	0	0	0	0.154984	0	0	0	0	0	0	0	0	0	0	0	0.48589	0	0	0	0	0	0	0.166476	0.628065	0	0	0	0	0.116768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154316	0.230974	0	0	0.086383	0	0	0.490857	0	0	0.123643	0	0	0.218921	0	0	0	0	0	0	0	0	0	0.790577	0.511006	0.277134	0	0	0	0	0.139082	0	0	0	0	0	0	0.299951	0.284243	0	0	0	0	0	0	0.102931
"hsa-mir-1285-2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136114	0	0	0	0	0	0	0	0	0.142336	0	0	0	0	0	0	0	0	0	0	0	0	0.134802	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-1286"	0	0	0	0	0	0	0.299338	0.11636	0	0	0	0.08415	0	0	0.200245	0	0	0.359521	0	0.344518	0.853649	1.704828	0	0	0	0	0	0.135046	0.166423	0	0.82471	0	0.525233	0.242945	0	0.101557	0.095637	1.103718	0	0	0.083238	0	0.667595	0.30068	0	0.469115	0	0.10972	0.279972	0	0.175761	0	0.908684	0	0.225244	0	0.166029	0	0	0.203749	0	0.077158	1.039383	0	0.100299	0.518296	0	0	0	0	0.580187	0	0	0	0.218921	0.183857	0.090037	0	0	0	0	0	0	0.578722	0.131763	0	0	0	0	0	0	0.139082	0.095402	0	0.404407	0.125653	0.383618	0.211378	0	0.094748	0	0	0.450871	0	0	0.332985	0.308794
"hsa-mir-1287"	5.113682	8.370105	10.393707	5.738583	5.204947	4.86991	8.680798	10.705107	12.065613	13.279961	3.703346	8.919911	8.134589	16.100631	11.61419	16.9162	10.459399	37.839571	7.738774	11.196839	29.51186	23.712603	10.599489	14.203118	7.936462	9.070208	8.635909	17.556035	9.319692	2.71244	10.446323	2.646077	15.651946	9.596319	26.472728	21.428588	7.746562	11.037184	4.935106	14.184359	7.657876	6.90872	13.018108	10.974831	17.006318	10.398718	18.215844	16.348213	2.379762	16.031691	11.600198	27.280506	13.630261	5.423092	19.596219	6.255921	9.961734	4.846071	10.082287	20.374902	23.314488	14.81431	31.527959	0.855791	12.236498	18.053986	3.292901	6.003315	11.944188	1.470952	10.559397	7.047642	8.098772	10.014741	28.021844	2.757858	3.871596	9.795386	9.23828	7.755299	11.854406	5.693444	9.040466	8.796578	6.588138	7.068918	26.535549	5.308106	11.278509	7.105363	3.908469	7.232243	11.162024	5.170595	63.626686	11.937068	12.531535	22.194642	12.797899	18.286318	7.391312	6.109593	6.161905	7.321724	3.77693	10.489037	19.042323
"hsa-mir-1288"	0	0	0	0	0	0	0	0	0	0.201212	0	0	0	0.101903	0	0	0	0	0.59529	0	0	0.309969	0	0	0	0	0	0.270093	0.166423	0	0.137452	0.529215	0.31514	0.48589	0.121435	0	0	0	0.133381	0.07751	0.416189	0	0.166899	0	0.157466	0.078186	0	0.10972	0	0	0	0	0	0.774727	0	0	0	0	0	0	0.217892	0.077158	0	0	0.200598	0.086383	0.411613	0	0	1.103214	0.116037	0.370929	0.068057	0	0.218921	0	0.180074	0.220121	0.624208	0	0.088466	0	0.132948	0	0.263526	0	0	0	0	0	0	0	0	0	0.404407	0.125653	0.127873	0	0	0.094748	0.615943	0.101827	0	0	0	0	0.308794
"hsa-mir-1289-1"	0.179427	0	0.433071	0.092558	0.491033	0	0	0.11636	0.62951	0.201212	0.097456	0.3366	0.862759	0	0.400489	0	0.330297	0.449401	0	0.172259	0.975599	0.154984	0.119095	0.315625	0.703231	0.160535	0	0.405139	0.998538	0	0.274903	0	0.31514	0.242945	0	0.304672	0	0.551859	0.133381	0.07751	0	0.209355	1.001393	0	0.314932	0.078186	0.233536	0.438878	0.419958	0	0.703042	0.481421	0	0	0	0	0.332058	0	0	0.101875	0.435785	0	0	0	0.100299	0.345531	0	0.125069	0.327238	0	0.348112	0.247286	0	0.093596	0.10946	0	0	0.110061	0.124842	0.646275	0	0	0.531792	0	0	0.085168	0	0.9572	0	0	0	0	0	0.206824	0	0.628267	0.255746	0	0.699885	0.094748	0.492754	0	0	0.313788	0.260478	0	0.308794
"hsa-mir-1289-2"	0	0	0	0.277673	0.098207	0	0	0.23272	0	0	0	0	0.123251	0	0	0	0	0.17976	0	0	0	0.154984	0	0	0	0.160535	0	0	0	0.129164	0	0	0	0.121472	0	0	0.28691	0	0	0	0	0	0.333798	0	0	0	0	0	0	0	0	0	0	0	0.225244	0	0	0	0	0	0	0	0	0	0	0	0.308709	0	0	0	0	0	0	0	0	0	0	0	0	0	0.088466	0	0	0	0	0	0	0.174036	0	0.157897	0	0	0	0	0	0.37696	0	0	0.199967	0.189496	0	0	0	0.104596	0	0	0
"hsa-mir-1290"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-1291"	4.665113	5.488593	1.624017	2.036271	2.55337	2.434955	2.594261	1.279958	3.147551	1.307875	2.241499	3.366004	2.588278	0.815222	0.800979	0.85113	1.431286	1.527964	1.637048	2.928404	1.829248	9.454044	3.09648	2.209374	3.817539	3.050158	6.517667	1.755604	0.998538	1.808293	3.436291	3.175292	1.890839	1.700614	1.092911	1.320245	1.434549	5.334639	1.200431	2.712855	1.914469	3.140327	2.670381	1.503402	7.715829	2.032832	1.167682	3.291587	3.919608	0	1.054563	2.567577	3.634736	5.035728	1.801951	0.08937	3.984693	0	1.490425	0.814996	1.089462	2.237578	1.732305	6.479558	1.805385	2.591481	2.058063	1.000553	4.744951	6.374125	1.392448	2.101928	2.85839	4.211807	1.751365	1.838572	2.250928	3.742058	2.496832	7.496789	2.300109	1.708033	4.387285	1.736167	1.185865	1.192348	2.217069	0.609127	3.325714	1.263176	4.094586	1.390816	2.385048	1.861414	1.887232	2.575894	1.790219	3.593418	2.79954	3.979406	3.818844	1.934705	3.606969	2.92869	1.562868	2.164405	3.190876
